TIMESTAMP,SCREENNAME,klant_nr
03/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,503
03/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,503
03/12/2012,KBM KT052 Betaalrekeningen - Details,503
03/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,503
03/12/2012,KBM KT204 Rekeningoverzicht - Kengetallen - Details,503
03/12/2012,KBM KT204 Rekeningoverzicht - Kengetallen - Details,503
03/12/2012,KBM KT151 Relatieoverzicht - Hoofdscherm,503
03/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,503
03/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,503
03/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,513
03/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,503
03/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,513
03/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,503
03/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,503
03/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,503
03/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,503
03/12/2012,KBM KT002 Klantinformatie - Details,503
03/12/2012,KBM KT204 Rekeningoverzicht - Kengetallen - Details,503
03/12/2012,KBM KT151 Relatieoverzicht - Hoofdscherm,503
03/12/2012,KBM KT002 Klantinformatie - Details,503
03/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,503
03/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,503
03/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,503
03/12/2012,KBM KT099 Bij- en Afschrijvingen,503
03/12/2012,KBM KT099 Bij- en Afschrijvingen,503
03/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,503
03/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,513
03/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,513
03/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,513
03/12/2012,KBM KT002 Klantinformatie - Details,513
03/12/2012,KBM KT151 Relatieoverzicht - Hoofdscherm,513
03/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,513
03/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,513
03/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,513
03/12/2012,KBM KT151 Relatieoverzicht - Hoofdscherm,513
03/12/2012,KBM KT002 Klantinformatie - Details,513
03/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,513
03/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,513
03/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,513
03/12/2012,KBM KT002 Klantinformatie - Details,513
03/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,513
03/12/2012,KBM KT002 Klantinformatie - Details,513
03/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,513
03/12/2012,KBM KT002 Klantinformatie - Details,513
03/12/2012,KBM KT006 Klantinformatie Relatiecomplex - Details,513
03/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,513
03/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,513
03/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,513
03/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,513
03/12/2012,KBM KT007 Contacten - Lijst,513
03/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,503
03/12/2012,KBM KT007 Contacten - Lijst,503
03/12/2012,KBM KT008 Contacten - Details,503
03/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,503
03/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,503
03/12/2012,KBM KT007 Contacten - Lijst,503
03/12/2012,KBM KT008 Contacten - Details,503
03/12/2012,KBM KT007 Contacten - Lijst,503
03/12/2012,KBM KT008 Contacten - Details,503
03/12/2012,KBM KT007 Contacten - Lijst,503
03/12/2012,KBM KT008 Contacten - Details,503
03/12/2012,KBM KT007 Contacten - Lijst,503
03/12/2012,KBM KT008 Contacten - Details,503
03/12/2012,KBM KT007 Contacten - Lijst,503
03/12/2012,KBM KT008 Contacten - Details,503
03/12/2012,KBM KT007 Contacten - Lijst,503
03/12/2012,KBM KT008 Contacten - Details,503
03/12/2012,KBM KT007 Contacten - Lijst,503
03/12/2012,KBM KT008 Contacten - Details,503
03/12/2012,KBM KT007 Contacten - Lijst,503
03/12/2012,KBM KT008 Contacten - Details,503
03/12/2012,KBM KT007 Contacten - Lijst,503
04/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,462
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,462
04/12/2012,KBM KT052 Betaalrekeningen - Details,462
04/12/2012,KBM KT064 Verzekeringen - Details,462
04/12/2012,KBM KT064 Verzekeringen - Details,462
04/12/2012,KBM KT064 Verzekeringen - Details,462
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,462
04/12/2012,KBM KT002 Klantinformatie - Details,462
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,462
04/12/2012,KBM KT061 Spaarrekeningen - Details,462
04/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,462
04/12/2012,KBM KT007 Contacten - Lijst,462
04/12/2012,KBM KT008 Contacten - Details,462
04/12/2012,KBM KT007 Contacten - Lijst,462
04/12/2012,KBM KT008 Contacten - Details,462
04/12/2012,KBM KT007 Contacten - Lijst,462
04/12/2012,KBM KT008 Contacten - Details,462
04/12/2012,KBM KT007 Contacten - Lijst,462
04/12/2012,KBM KT008 Contacten - Details,462
04/12/2012,KBM KT007 Contacten - Lijst,462
04/12/2012,KBM KT008 Contacten - Details,462
04/12/2012,KBM KT007 Contacten - Lijst,462
04/12/2012,KBM KT008 Contacten - Details,462
04/12/2012,KBM KT007 Contacten - Lijst,462
04/12/2012,KBM KT008 Contacten - Details,462
04/12/2012,KBM KT007 Contacten - Lijst,462
04/12/2012,KBM KT008 Contacten - Details,462
04/12/2012,KBM KT007 Contacten - Lijst,462
04/12/2012,KBM KT008 Contacten - Details,462
04/12/2012,KBM KT007 Contacten - Lijst,462
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,462
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,462
04/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,462
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,462
04/12/2012,KBM KT002 Klantinformatie - Details,462
04/12/2012,KBM KT151 Relatieoverzicht - Hoofdscherm,462
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,462
04/12/2012,KBM KT002 Klantinformatie - Details,462
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,462
04/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,462
04/12/2012,KBM KT002 Klantinformatie - Details,462
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,462
04/12/2012,KBM KT098 Pakketten - Details,462
04/12/2012,KBM KT098 Pakketten - Details,462
04/12/2012,KBM KT098 Pakketten - Details,462
04/12/2012,KBM KT098 Pakketten - Details,462
04/12/2012,KBM KT098 Pakketten - Details,462
04/12/2012,KBM KT098 Pakketten - Details,462
04/12/2012,KBM KT098 Pakketten - Details,462
04/12/2012,KBM KT098 Pakketten - Details,462
04/12/2012,KBM KT098 Pakketten - Details,462
04/12/2012,KBM KT098 Pakketten - Details,462
04/12/2012,KBM KT098 Pakketten - Details,462
04/12/2012,KBM KT052 Betaalrekeningen - Details,462
04/12/2012,KBM KT138 Handtekeningen en bevoegdheden,462
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,462
04/12/2012,KBM KT002 Klantinformatie - Details,462
04/12/2012,KBM KT151 Relatieoverzicht - Hoofdscherm,462
04/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,462
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,462
04/12/2012,KBM KT061 Spaarrekeningen - Details,462
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,462
04/12/2012,KBM KT151 Relatieoverzicht - Hoofdscherm,462
04/12/2012,KBM KT002 Klantinformatie - Details,462
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,462
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,462
04/12/2012,KBM KT061 Spaarrekeningen - Details,462
04/12/2012,KBM KT068 Betaaldiensten - Cards + Passen - Lijst,462
04/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,345
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,345
04/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,345
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,345
04/12/2012,KBM KT052 Betaalrekeningen - Details,345
04/12/2012,KBM KT052 Betaalrekeningen - Details,345
04/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,345
04/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,345
04/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,554
04/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,554
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,554
04/12/2012,KBM KT002 Klantinformatie - Details,554
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,554
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,554
04/12/2012,KBM KT002 Klantinformatie - Details,554
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,554
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,38
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,37
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,184
04/12/2012,KBM KT061 Spaarrekeningen - Details,184
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,184
04/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,184
04/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,38
04/12/2012,KBM KT099 Bij- en Afschrijvingen,38
04/12/2012,KBM KT099 Bij- en Afschrijvingen,38
04/12/2012,KBM KT099 Bij- en Afschrijvingen,38
04/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,38
04/12/2012,KBM KT002 Klantinformatie - Details,38
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,38
04/12/2012,KBM KT052 Betaalrekeningen - Details,38
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,38
04/12/2012,KBM KT002 Klantinformatie - Details,38
04/12/2012,KBM KT151 Relatieoverzicht - Hoofdscherm,38
04/12/2012,KBM KT002 Klantinformatie - Details,38
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,38
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,554
04/12/2012,KBM KT002 Klantinformatie - Details,554
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,38
04/12/2012,KBM KT068 Betaaldiensten - Cards + Passen - Lijst,38
04/12/2012,KBM KT082 Betaaldiensten - Passen - Details,38
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,38
04/12/2012,KBM KT068 Betaaldiensten - Cards + Passen - Lijst,38
04/12/2012,KBM KT082 Betaaldiensten - Passen - Details,38
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,38
04/12/2012,KBM KT098 Pakketten - Details,38
04/12/2012,KBM KT071 Betaaldiensten -Toegangscontract - Details,38
04/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,38
04/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,38
04/12/2012,KBM KT007 Contacten - Lijst,38
04/12/2012,KBM KT008 Contacten - Details,38
04/12/2012,KBM KT007 Contacten - Lijst,38
04/12/2012,KBM KT008 Contacten - Details,38
04/12/2012,KBM KT007 Contacten - Lijst,38
04/12/2012,KBM KT008 Contacten - Details,38
04/12/2012,KBM KT007 Contacten - Lijst,38
04/12/2012,KBM KT008 Contacten - Details,38
04/12/2012,KBM KT007 Contacten - Lijst,38
04/12/2012,KBM KT008 Contacten - Details,38
04/12/2012,KBM KT007 Contacten - Lijst,38
04/12/2012,KBM KT008 Contacten - Details,38
04/12/2012,KBM KT007 Contacten - Lijst,38
04/12/2012,KBM KT008 Contacten - Details,38
04/12/2012,KBM KT007 Contacten - Lijst,38
04/12/2012,KBM KT008 Contacten - Details,38
04/12/2012,KBM KT007 Contacten - Lijst,38
04/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,38
04/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,702
04/12/2012,KBM KT002 Klantinformatie - Details,702
04/12/2012,KBM KT007 Contacten - Lijst,702
04/12/2012,KBM KT008 Contacten - Details,702
04/12/2012,KBM KT007 Contacten - Lijst,702
04/12/2012,KBM KT008 Contacten - Details,702
04/12/2012,KBM KT007 Contacten - Lijst,702
04/12/2012,KBM KT008 Contacten - Details,702
04/12/2012,KBM KT007 Contacten - Lijst,702
04/12/2012,KBM KT008 Contacten - Details,702
04/12/2012,KBM KT007 Contacten - Lijst,702
04/12/2012,KBM KT008 Contacten - Details,702
04/12/2012,KBM KT007 Contacten - Lijst,702
04/12/2012,KBM KT008 Contacten - Details,702
04/12/2012,KBM KT007 Contacten - Lijst,702
04/12/2012,KBM KT008 Contacten - Details,702
04/12/2012,KBM KT007 Contacten - Lijst,702
04/12/2012,KBM KT008 Contacten - Details,702
04/12/2012,KBM KT007 Contacten - Lijst,702
04/12/2012,KBM KT008 Contacten - Details,702
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,702
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,701
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,702
04/12/2012,KBM KT002 Klantinformatie - Details,702
04/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,702
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,702
04/12/2012,KBM KT061 Spaarrekeningen - Details,702
04/12/2012,KBM KT061 Spaarrekeningen - Details,702
04/12/2012,KBM KT052 Betaalrekeningen - Details,702
04/12/2012,KBM KT002 Klantinformatie - Details,702
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,702
04/12/2012,KBM KT002 Klantinformatie - Details,702
04/12/2012,KBM KT151 Relatieoverzicht - Hoofdscherm,702
04/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,702
04/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,702
04/12/2012,KBM KT012 Activitieten - Lijst,702
04/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,702
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,702
04/12/2012,KBM KT052 Betaalrekeningen - Details,702
04/12/2012,KBM KT002 Klantinformatie - Details,702
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,702
04/12/2012,KBM KT002 Klantinformatie - Details,702
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,701
04/12/2012,KBM KT002 Klantinformatie - Details,701
04/12/2012,KBM KT006 Klantinformatie Relatiecomplex - Details,701
04/12/2012,KBM KT002 Klantinformatie - Details,701
04/12/2012,KBM KT151 Relatieoverzicht - Hoofdscherm,701
04/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,701
04/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,701
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,701
04/12/2012,KBM KT071 Betaaldiensten -Toegangscontract - Details,701
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,701
04/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,1129
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,1129
04/12/2012,KBM KT002 Klantinformatie - Details,1129
04/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,1129
04/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,1129
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,1129
04/12/2012,KBM KT052 Betaalrekeningen - Details,1129
04/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,1129
04/12/2012,KBM KT002 Klantinformatie - Details,1129
04/12/2012,KBM KT006 Klantinformatie Relatiecomplex - Details,1129
04/12/2012,KBM KT151 Relatieoverzicht - Hoofdscherm,1129
04/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,1129
04/12/2012,KBM KT053 Effectendepot - Details,1129
04/12/2012,KBM KT068 Betaaldiensten - Cards + Passen - Lijst,1129
04/12/2012,KBM KT082 Betaaldiensten - Passen - Details,1129
04/12/2012,KBM KT052 Betaalrekeningen - Details,1129
05/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,345
05/12/2012,KBM KT007 Contacten - Lijst,345
05/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,345
05/12/2012,KBM KT002 Klantinformatie - Details,345
05/12/2012,KBM KT006 Klantinformatie Relatiecomplex - Details,345
05/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,345
05/12/2012,KBM KT061 Spaarrekeningen - Details,345
05/12/2012,KBM KT052 Betaalrekeningen - Details,345
05/12/2012,KBM KT068 Betaaldiensten - Cards + Passen - Lijst,345
05/12/2012,KBM KT082 Betaaldiensten - Passen - Details,345
05/12/2012,KBM KT052 Betaalrekeningen - Details,345
05/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,345
05/12/2012,KBM KT002 Klantinformatie - Details,345
05/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,427
05/12/2012,KBM KT002 Klantinformatie - Details,427
05/12/2012,KBM KT006 Klantinformatie Relatiecomplex - Details,427
05/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,1112
05/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,1112
05/12/2012,KBM KT204 Rekeningoverzicht - Kengetallen - Details,1112
05/12/2012,KBM KT002 Klantinformatie - Details,1112
05/12/2012,KBM KT204 Rekeningoverzicht - Kengetallen - Details,1112
05/12/2012,KBM KT204 Rekeningoverzicht - Kengetallen - Details,1112
05/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,1112
05/12/2012,KBM KT012 Activitieten - Lijst,1112
05/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,1112
05/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,1129
05/12/2012,KBM KT002 Klantinformatie - Details,1129
05/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,1129
05/12/2012,KBM KT002 Klantinformatie - Details,1129
05/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,1021
05/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,870
05/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,1129
05/12/2012,KBM KT002 Klantinformatie - Details,1129
05/12/2012,KBM KT006 Klantinformatie Relatiecomplex - Details,1129
05/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,1129
05/12/2012,KBM KT002 Klantinformatie - Details,1129
05/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,1129
05/12/2012,KBM KT052 Betaalrekeningen - Details,1129
05/12/2012,KBM KT061 Spaarrekeningen - Details,1129
05/12/2012,KBM KT053 Effectendepot - Details,1129
05/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,1173
05/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,1173
05/12/2012,KBM KT086 Gerelateerde processen en informatie,1173
05/12/2012,KBM KT087 Portefeuille - Details,1173
05/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,1173
05/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,1173
05/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,1029
05/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,1029
05/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,1209
05/12/2012,KBM KT002 Klantinformatie - Details,1209
05/12/2012,KBM KT051 Contracten Uitgebreid - Hoofdscherm,1209
05/12/2012,KBM KT009 Contracten Beperkt - Hoofdscherm,1209
05/12/2012,KBM KT002 Klantinformatie - Details,1209
05/12/2012,KBM KT001 Klantbeeld - Hoofdscherm,1209
05/12/2012,KBM KT002 Klantinformatie - Details,1209
05/12/2012,KBM KT007 Contacten - Lijst,1209
05/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,1209
05/12/2012,KBM KT203 Rekeningoverzicht - Hoofdscherm,1029
05/12/2012,KBM KT002 Klantinformatie - Details,1029
